OID_,FID_BEC_PEM_Elk,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Elk,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
3285,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,310,35a,0.000000000000000,1920,Person,1920-35a,1056.799999999999955,linens, ,20070517130622,19200715,digitised,JA70003000,0.000000000000000,1756485.000000000000000,10568076.003799999132752,17135.726800000000367,8090.191845003043454,83885.640449591752258,8.388564044959177
3286,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,311,136,0.000000000000000,1921,Person,1921-136,7895.100000000000364,linens, ,20070517130622,19210824,digitised,JA70003000,0.000000000000000,1756661.000000000000000,78951528.802000001072884,56157.548799999996845,8090.191845003043454,83885.640449591752258,8.388564044959177
3287,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,312,35a,0.000000000000000,1920,Person,1920-35a,1056.799999999999955,linens, ,20070517130622,19200715,digitised,JA70003000,0.000000000000000,1756485.000000000000000,10568076.003799999132752,17135.726800000000367,99.992455041601545,624.905644630047277,0.062490564463005
3288,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,313,354,0.000000000000000,1938,Person,1938-354,1621.500000000000000,linens, ,20070517130602,19380829,digitised,JA70003000,0.000000000000000,1763756.000000000000000,16215246.038499999791384,33641.901100000002771,99.992455041601545,624.905644630047277,0.062490564463005
3289,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,318,56,0.000000000000000,1920,Lightning,1920-56,1388.500000000000000,linens, ,20070517130622,19200724,digitised,JA70003000,0.000000000000000,1756551.000000000000000,13885594.353099999949336,15771.182600000000093,1065.813260239648343,13648.525081148456593,1.364852508114846
3290,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,319,150,0.000000000000000,1922,Person,1922-150,471.899999999999977,linens, ,20070517130622,19220930,digitised,JA70003000,0.000000000000000,1756981.000000000000000,4719796.106900000013411,8710.067999999999302,1065.813260239648343,13648.525081148456593,1.364852508114846
3291,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,320,56,0.000000000000000,1920,Lightning,1920-56,1388.500000000000000,linens, ,20070517130622,19200724,digitised,JA70003000,0.000000000000000,1756551.000000000000000,13885594.353099999949336,15771.182600000000093,4199.511518732680997,39031.046979126746010,3.903104697912675
3292,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,321,136,0.000000000000000,1921,Person,1921-136,7895.100000000000364,linens, ,20070517130622,19210824,digitised,JA70003000,0.000000000000000,1756661.000000000000000,78951528.802000001072884,56157.548799999996845,4199.511518732680997,39031.046979126746010,3.903104697912675
3293,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,326,56,0.000000000000000,1920,Lightning,1920-56,1388.500000000000000,linens, ,20070517130622,19200724,digitised,JA70003000,0.000000000000000,1756551.000000000000000,13885594.353099999949336,15771.182600000000093,2264.292628897962913,25454.807346641729964,2.545480734664173
3294,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,327,N12574,2018091201.000000000000000,2018,Lightning,2018-N12574,582.600000000000023,2018 ROLLOVER,20180912,20180921114452,20180811,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777988.000000000000000,5826096.536399999633431,12204.071900000000824,2264.292628897962913,25454.807346641729964,2.545480734664173
3295,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,340,150,0.000000000000000,1922,Person,1922-150,471.899999999999977,linens, ,20070517130622,19220930,digitised,JA70003000,0.000000000000000,1756981.000000000000000,4719796.106900000013411,8710.067999999999302,66.818423201804933,210.131174148257656,0.021013117414826
3296,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,341,479,0.000000000000000,1945,Person,1945-479,183.900000000000006,linens, ,20070517130606,19450903,digitised,JA70003000,0.000000000000000,1765624.000000000000000,1839627.053899999940768,7074.092700000000150,66.818423201804933,210.131174148257656,0.021013117414826
3297,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,368,136,0.000000000000000,1921,Person,1921-136,7895.100000000000364,linens, ,20070517130622,19210824,digitised,JA70003000,0.000000000000000,1756661.000000000000000,78951528.802000001072884,56157.548799999996845,277.774265739266127,2152.044399669742234,0.215204439966974
3298,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,369,354,0.000000000000000,1938,Person,1938-354,1621.500000000000000,linens, ,20070517130602,19380829,digitised,JA70003000,0.000000000000000,1763756.000000000000000,16215246.038499999791384,33641.901100000002771,277.774265739266127,2152.044399669742234,0.215204439966974
3299,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,474,182,0.000000000000000,1932,Lightning,1932-182,5008.699999999999818,linens, ,20070517130603,19320728,digitised,JA70003000,0.000000000000000,1761458.000000000000000,50087886.273800000548363,50921.095800000002782,14690.390355194100266,248315.938340561755467,24.831593834056175
3300,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,475,408210878,0.000000000000000,1940,Person,1940-408210878,1102.700000000000045,mylars, ,20070517130640,20070516,digitised,JA70003000,0.000000000000000,1764579.000000000000000,11027439.547399999573827,15287.742599999999584,14690.390355194100266,248315.938340561755467,24.831593834056175
3301,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,476,182,0.000000000000000,1932,Lightning,1932-182,5008.699999999999818,linens, ,20070517130603,19320728,digitised,JA70003000,0.000000000000000,1761458.000000000000000,50087886.273800000548363,50921.095800000002782,224.589825361071888,1738.464777601595642,0.173846477760160
3302,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,477,252,0.000000000000000,1947,Person,1947-252,113.299999999999997,linens, ,20070517130604,19470718,digitised,JA70003000,0.000000000000000,1766052.000000000000000,1133804.971700000111014,5993.578099999999722,224.589825361071888,1738.464777601595642,0.173846477760160
3303,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,490,106,0.000000000000000,1933,Lightning,1933-106,3430.099999999999909,linens, ,20070517130603,19330716,digitised,JA70003000,0.000000000000000,1761759.000000000000000,34301609.174699999392033,38876.819600000002538,681.002643029733463,6473.456009240036110,0.647345600924004
3304,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,491,N00168,0.000000000000000,1967,Lightning,1967-N00168,4046.900000000000091,mylars, ,20070517130632,19670713,digitised,JA70003000,0.000000000000000,1769027.000000000000000,40469700.573299996554852,38628.705199999996694,681.002643029733463,6473.456009240036110,0.647345600924004
3305,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,556,256,0.000000000000000,1944,Person,1944-256,121.000000000000000,linens, ,20070517130607,19440729,digitised,JA70003000,0.000000000000000,1765283.000000000000000,1210306.140300000086427,5247.711800000000039,2845.692867888104502,41120.674466132215457,4.112067446613222
3306,660,1049,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,402423485.249499976634979,1013470.535299999988638,402423485.000000000000000,1013471.000000000000000,5117359.000000000000000,6,warm,ESSFdk1warm,557,479,0.000000000000000,1945,Person,1945-479,183.900000000000006,linens, ,20070517130606,19450903,digitised,JA70003000,0.000000000000000,1765624.000000000000000,1839627.053899999940768,7074.092700000000150,2845.692867888104502,41120.674466132215457,4.112067446613222
3307,668,1052,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3710353.189900000113994,16499.956999999998516,3710353.000000000000000,16500.000000000000000,5117350.000000000000000,4,cool,ESSFdk1cool,490,106,0.000000000000000,1933,Lightning,1933-106,3430.099999999999909,linens, ,20070517130603,19330716,digitised,JA70003000,0.000000000000000,1761759.000000000000000,34301609.174699999392033,38876.819600000002538,12140.522198434779057,1699667.910775700584054,169.966791077570065
3308,668,1052,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3710353.189900000113994,16499.956999999998516,3710353.000000000000000,16500.000000000000000,5117350.000000000000000,4,cool,ESSFdk1cool,491,N00168,0.000000000000000,1967,Lightning,1967-N00168,4046.900000000000091,mylars, ,20070517130632,19670713,digitised,JA70003000,0.000000000000000,1769027.000000000000000,40469700.573299996554852,38628.705199999996694,12140.522198434779057,1699667.910775700584054,169.966791077570065
3309,670,1052,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3710353.189900000113994,16499.956999999998516,3710353.000000000000000,16500.000000000000000,5117350.000000000000000,6,warm,ESSFdk1warm,490,106,0.000000000000000,1933,Lightning,1933-106,3430.099999999999909,linens, ,20070517130603,19330716,digitised,JA70003000,0.000000000000000,1761759.000000000000000,34301609.174699999392033,38876.819600000002538,6037.790954200883789,90860.249494740841328,9.086024949474085
3310,670,1052,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3710353.189900000113994,16499.956999999998516,3710353.000000000000000,16500.000000000000000,5117350.000000000000000,6,warm,ESSFdk1warm,491,N00168,0.000000000000000,1967,Lightning,1967-N00168,4046.900000000000091,mylars, ,20070517130632,19670713,digitised,JA70003000,0.000000000000000,1769027.000000000000000,40469700.573299996554852,38628.705199999996694,6037.790954200883789,90860.249494740841328,9.086024949474085
3311,699,619,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,202500546.169699996709824,1166769.736199999926612,202500546.000000000000000,1166770.000000000000000,5117783.000000000000000,4,cool,ESSFdkwcool,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,26.319674385019489,24.783552074325009,0.002478355207433
3312,700,619,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,202500546.169699996709824,1166769.736199999926612,202500546.000000000000000,1166770.000000000000000,5117783.000000000000000,7,warm,ESSFdkwwarm,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,26.319674385019489,24.783552074325009,0.002478355207433
3313,707,842,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,5342500.950000000186265,33399.961999999999534,5342501.000000000000000,33400.000000000000000,5122181.000000000000000,4,cool,IMAuncool,180,N20027,0.000000000000000,1986,Lightning,1986-N20027,81.700000000000003,mylars, ,20070517130643,19860803,digitised,JA70003000,0.000000000000000,1771890.000000000000000,817140.044400000013411,4021.499699999999848,256.392677380935197,1067.048693946468802,0.106704869394647
3314,708,842,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,5342500.950000000186265,33399.961999999999534,5342501.000000000000000,33400.000000000000000,5122181.000000000000000,6,warm,IMAunwarm,180,N20027,0.000000000000000,1986,Lightning,1986-N20027,81.700000000000003,mylars, ,20070517130643,19860803,digitised,JA70003000,0.000000000000000,1771890.000000000000000,817140.044400000013411,4021.499699999999848,256.392677380935197,1067.048693946468802,0.106704869394647
3315,711,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,202,N20399,2014081502.000000000000000,2014,Lightning,2014-N20399,251.599999999999994,OZIX,20140815,20140816081456,20140806,GPS-TRACK,JA70003000,0.000000000000000,1776531.000000000000000,2516854.400200000032783,10186.643299999999726,530.519378707600140,1739.581034279399091,0.173958103427940
3316,712,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,6,warm,ESSFdk2warm,202,N20399,2014081502.000000000000000,2014,Lightning,2014-N20399,251.599999999999994,OZIX,20140815,20140816081456,20140806,GPS-TRACK,JA70003000,0.000000000000000,1776531.000000000000000,2516854.400200000032783,10186.643299999999726,530.519378707600140,1739.581034279399091,0.173958103427940
3317,713,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,1754.012937629551743,5395.253762911140257,0.539525376291114
3318,714,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,7,warm,ESSFdk2warm,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,1754.012937629551743,5395.253762911140257,0.539525376291114
3319,715,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,5,cool,ESSFdk2cool,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,101.719121539932573,156.106764684076097,0.015610676468408
3320,716,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,7,warm,ESSFdk2warm,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,101.719121539932573,156.106764684076097,0.015610676468408
3321,721,1042,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,166827527.812400013208389,922164.571499999961816,166827528.000000000000000,922165.000000000000000,5117762.000000000000000,4,cool,ESSFdkwcool,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,31.462306478550801,61.420588734351689,0.006142058873435
3322,722,1042,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,166827527.812400013208389,922164.571499999961816,166827528.000000000000000,922165.000000000000000,5117762.000000000000000,7,warm,ESSFdkwwarm,196,N20321,0.000000000000000,2003,Lightning,2003-N20321,10734.100000000000364,LANDSAT5, ,20070517150823,20030731,Also Includes N20267,JA70003000,0.000000000000000,1773463.000000000000000,107341783.464000001549721,112373.783699999999953,31.462306478550801,61.420588734351689,0.006142058873435
3323,22,16,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,4733066.050499999895692,22259.373800000001211,4733066.000000000000000,22259.000000000000000,5125148.000000000000000,2,cool,MSdkcool,719,378,0.000000000000000,1936,Lightning,1936-378,5849.300000000000182,linens, ,20070517130602,19360803,digitised,JA70003000,0.000000000000000,1763054.000000000000000,58493121.573399998247623,47777.914900000003399,2553.237071665574149,68456.394084375438979,6.845639408437544
3324,22,16,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,4733066.050499999895692,22259.373800000001211,4733066.000000000000000,22259.000000000000000,5125148.000000000000000,2,cool,MSdkcool,720,408207020,0.000000000000000,1940,Person,1940-408207020,158.800000000000011,mylars, ,20070517130640,20070516,digitised,JA70003000,0.000000000000000,1764577.000000000000000,1588341.302900000009686,7106.479500000000371,2553.237071665574149,68456.394084375438979,6.845639408437544
3325,22,16,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,4733066.050499999895692,22259.373800000001211,4733066.000000000000000,22259.000000000000000,5125148.000000000000000,2,cool,MSdkcool,721,38,0.000000000000000,1949,Person,1949-38,81.299999999999997,linens, ,20070517130603,19490514,digitised,JA70003000,0.000000000000000,1766279.000000000000000,813137.766599999973550,5988.225900000000365,2553.237071665574149,68456.394084375438979,6.845639408437544
3326,24,16,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,4733066.050499999895692,22259.373800000001211,4733066.000000000000000,22259.000000000000000,5125148.000000000000000,6,warm,MSdkwarm,719,378,0.000000000000000,1936,Lightning,1936-378,5849.300000000000182,linens, ,20070517130602,19360803,digitised,JA70003000,0.000000000000000,1763054.000000000000000,58493121.573399998247623,47777.914900000003399,1954.291527863115107,21162.522932923438930,2.116252293292344
3327,24,16,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,4733066.050499999895692,22259.373800000001211,4733066.000000000000000,22259.000000000000000,5125148.000000000000000,6,warm,MSdkwarm,720,408207020,0.000000000000000,1940,Person,1940-408207020,158.800000000000011,mylars, ,20070517130640,20070516,digitised,JA70003000,0.000000000000000,1764577.000000000000000,1588341.302900000009686,7106.479500000000371,1954.291527863115107,21162.522932923438930,2.116252293292344
3328,24,16,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,4733066.050499999895692,22259.373800000001211,4733066.000000000000000,22259.000000000000000,5125148.000000000000000,6,warm,MSdkwarm,721,38,0.000000000000000,1949,Person,1949-38,81.299999999999997,linens, ,20070517130603,19490514,digitised,JA70003000,0.000000000000000,1766279.000000000000000,813137.766599999973550,5988.225900000000365,1954.291527863115107,21162.522932923438930,2.116252293292344
3329,44,26,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,6927837.433699999935925,29355.386299999998300,6927837.000000000000000,29355.000000000000000,5117339.000000000000000,2,cool,ESSFdk1cool,719,378,0.000000000000000,1936,Lightning,1936-378,5849.300000000000182,linens, ,20070517130602,19360803,digitised,JA70003000,0.000000000000000,1763054.000000000000000,58493121.573399998247623,47777.914900000003399,725.782744714571322,13813.101369961872479,1.381310136996187
3330,44,26,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,6927837.433699999935925,29355.386299999998300,6927837.000000000000000,29355.000000000000000,5117339.000000000000000,2,cool,ESSFdk1cool,720,408207020,0.000000000000000,1940,Person,1940-408207020,158.800000000000011,mylars, ,20070517130640,20070516,digitised,JA70003000,0.000000000000000,1764577.000000000000000,1588341.302900000009686,7106.479500000000371,725.782744714571322,13813.101369961872479,1.381310136996187
3331,44,26,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,6927837.433699999935925,29355.386299999998300,6927837.000000000000000,29355.000000000000000,5117339.000000000000000,2,cool,ESSFdk1cool,721,38,0.000000000000000,1949,Person,1949-38,81.299999999999997,linens, ,20070517130603,19490514,digitised,JA70003000,0.000000000000000,1766279.000000000000000,813137.766599999973550,5988.225900000000365,725.782744714571322,13813.101369961872479,1.381310136996187
