OID_,FID_BEC_PEM_Columbia,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Columbia,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
392,241,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,3,cool,ESSFdk2cool,53,285,0.000000000000000,1939,Lightning,1939-285,23.800000000000001,linens, ,20070517130559,19390802,digitised,JA70003000,0.000000000000000,1764217.000000000000000,237998.421899999986636,2102.967000000000098,612.039953019968721,3712.716531098913947,0.371271653109891
393,241,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,3,cool,ESSFdk2cool,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,21699.867599952540331,622240.692959564854391,62.224069295956490
394,241,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,3,cool,ESSFdk2cool,98,N20724,2008082201.000000000000000,2008,Lightning,2008-N20724,0.400000000000000,OZIX,20080822184626,20080822184626,20080818,GPS-TRACK,JA70003000,0.000000000000000,1774489.000000000000000,4511.170699999999670,302.473200000000020,58.410050867973375,119.352326013105824,0.011935232601311
395,241,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,3,cool,ESSFdk2cool,121,N21358,2018072601.000000000000000,2018,Lightning,2018-N21358,43.600000000000001,2018 ROLLOVER,20180726,20180726142337,20180719,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777995.000000000000000,436739.031100000021979,2815.320600000000013,4320.477679650567552,153673.763984126562718,15.367376398412658
396,242,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,5,cool,ESSFdk2cool,7,82,0.000000000000000,1920,Lightning,1920-82,385.300000000000011,linens, ,20070517130616,19200729,digitised,JA70003000,0.000000000000000,1756608.000000000000000,3853141.885799999814481,11389.110699999999269,1232.290628463687199,11333.012999128282900,1.133301299912828
397,242,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,5,cool,ESSFdk2cool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,8892.859283282754404,144690.135773096932098,14.469013577309694
398,242,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,5,cool,ESSFdk2cool,36,182,0.000000000000000,1932,Lightning,1932-182,345.100000000000023,linens, ,20070517130559,19320728,digitised,JA70003000,0.000000000000000,1761457.000000000000000,3451809.569199999794364,7450.771999999999935,4624.917714677449112,96506.981734772707568,9.650698173477272
399,242,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,5,cool,ESSFdk2cool,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,3474.809244512270652,55396.491977699719428,5.539649197769972
400,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,7,82,0.000000000000000,1920,Lightning,1920-82,385.300000000000011,linens, ,20070517130616,19200729,digitised,JA70003000,0.000000000000000,1756608.000000000000000,3853141.885799999814481,11389.110699999999269,22551.753555757884897,1438006.699850575765595,143.800669985057596
401,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,76137.180327621579636,5096282.753165008500218,509.628275316500890
402,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,36,182,0.000000000000000,1932,Lightning,1932-182,345.100000000000023,linens, ,20070517130559,19320728,digitised,JA70003000,0.000000000000000,1761457.000000000000000,3451809.569199999794364,7450.771999999999935,16911.507376649540674,1289904.797051317524165,128.990479705131747
403,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,53,285,0.000000000000000,1939,Lightning,1939-285,23.800000000000001,linens, ,20070517130559,19390802,digitised,JA70003000,0.000000000000000,1764217.000000000000000,237998.421899999986636,2102.967000000000098,1878.095226105476740,139861.650445411651162,13.986165044541165
404,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,30394.098391036455723,2066195.995580934453756,206.619599558093455
405,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,98,N20724,2008082201.000000000000000,2008,Lightning,2008-N20724,0.400000000000000,OZIX,20080822184626,20080822184626,20080818,GPS-TRACK,JA70003000,0.000000000000000,1774489.000000000000000,4511.170699999999670,302.473200000000020,282.603121994613730,4388.434174706832891,0.438843417470683
406,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,107,N20279,2012081301.000000000000000,2012,Lightning,2012-N20279,1.500000000000000,OZIX,20120828113934,20120828113934,20120806,GPS-TRACK,JA70003000,0.000000000000000,1775883.000000000000000,15202.631199999999808,655.962899999999991,474.051327893173436,12700.681483737640519,1.270068148373764
407,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,112,N20619,2015081901.000000000000000,2015,Lightning,2015-N20619,1.900000000000000,2015 ROLLOVER,20150819,20150831171322,20150814,OZIX,JA70003000,0.000000000000000,1776875.000000000000000,19281.596499999999651,1061.816700000000083,894.601751736207802,12186.450503100308197,1.218645050310031
408,243,1076,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,213479991.587000012397766,798872.186600000015460,213479992.000000000000000,798872.000000000000000,5117386.000000000000000,7,warm,ESSFdk2warm,121,N21358,2018072601.000000000000000,2018,Lightning,2018-N21358,43.600000000000001,2018 ROLLOVER,20180726,20180726142337,20180719,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777995.000000000000000,436739.031100000021979,2815.320600000000013,2758.694806711595447,114274.699944105712348,11.427469994410572
409,244,1077,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,3319881.166199999861419,30449.567200000001321,3319881.000000000000000,30450.000000000000000,5117611.000000000000000,3,cool,ESSFdkpcool,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,3816.825012932937170,233709.462131750187837,23.370946213175021
410,244,1077,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,3319881.166199999861419,30449.567200000001321,3319881.000000000000000,30450.000000000000000,5117611.000000000000000,3,cool,ESSFdkpcool,65,232,0.000000000000000,1946,Lightning,1946-232,15.600000000000000,linens, ,20070517130604,19460801,digitised,JA70003000,0.000000000000000,1765759.000000000000000,156697.615799999999581,1689.236900000000105,353.254135073112764,2868.568168250967574,0.286856816825097
411,244,1077,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,3319881.166199999861419,30449.567200000001321,3319881.000000000000000,30450.000000000000000,5117611.000000000000000,3,cool,ESSFdkpcool,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,5787.461150093435208,195493.931638816138729,19.549393163881614
412,246,1077,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,3319881.166199999861419,30449.567200000001321,3319881.000000000000000,30450.000000000000000,5117611.000000000000000,7,warm,ESSFdkpwarm,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,82.960411853689067,412.064511244638027,0.041206451124464
413,246,1077,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,3319881.166199999861419,30449.567200000001321,3319881.000000000000000,30450.000000000000000,5117611.000000000000000,7,warm,ESSFdkpwarm,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,699.619202553887021,4224.449258435071897,0.422444925843507
414,247,1078,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4620117.283800000324845,40408.781199999997625,4620117.000000000000000,40409.000000000000000,5118190.000000000000000,3,cool,ESSFmmpcool,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,529.575592752622470,5.242419544655847,0.000524241954466
415,247,1078,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4620117.283800000324845,40408.781199999997625,4620117.000000000000000,40409.000000000000000,5118190.000000000000000,3,cool,ESSFmmpcool,65,232,0.000000000000000,1946,Lightning,1946-232,15.600000000000000,linens, ,20070517130604,19460801,digitised,JA70003000,0.000000000000000,1765759.000000000000000,156697.615799999999581,1689.236900000000105,131.258604748542325,0.790719774447780,0.000079071977445
416,247,1078,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4620117.283800000324845,40408.781199999997625,4620117.000000000000000,40409.000000000000000,5118190.000000000000000,3,cool,ESSFmmpcool,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,916.476730542582345,8.173962475141510,0.000817396247514
417,248,1078,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,4620117.283800000324845,40408.781199999997625,4620117.000000000000000,40409.000000000000000,5118190.000000000000000,7,warm,ESSFmmpwarm,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,54.772712766822139,0.213052815312974,0.000021305281531
418,249,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,3,cool,ESSFdkwcool,7,82,0.000000000000000,1920,Lightning,1920-82,385.300000000000011,linens, ,20070517130616,19200729,digitised,JA70003000,0.000000000000000,1756608.000000000000000,3853141.885799999814481,11389.110699999999269,7368.953769511796963,183586.032248600531602,18.358603224860055
419,249,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,3,cool,ESSFdkwcool,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,1898.886361051057293,35286.536512515151117,3.528653651251515
420,249,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,3,cool,ESSFdkwcool,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,17150.335333651037217,412457.156708979629911,41.245715670897965
421,249,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,3,cool,ESSFdkwcool,121,N21358,2018072601.000000000000000,2018,Lightning,2018-N21358,43.600000000000001,2018 ROLLOVER,20180726,20180726142337,20180719,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777995.000000000000000,436739.031100000021979,2815.320600000000013,3909.959293133196297,122132.071052898245398,12.213207105289825
422,250,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,5,cool,ESSFdkwcool,7,82,0.000000000000000,1920,Lightning,1920-82,385.300000000000011,linens, ,20070517130616,19200729,digitised,JA70003000,0.000000000000000,1756608.000000000000000,3853141.885799999814481,11389.110699999999269,416.268952574375987,2946.757008225884874,0.294675700822588
423,250,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,5,cool,ESSFdkwcool,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,697.511541653090376,8691.918390879192884,0.869191839087919
424,250,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,5,cool,ESSFdkwcool,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,1531.705314377464447,19243.696290874733677,1.924369629087473
425,251,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,7,warm,ESSFdkwwarm,7,82,0.000000000000000,1920,Lightning,1920-82,385.300000000000011,linens, ,20070517130616,19200729,digitised,JA70003000,0.000000000000000,1756608.000000000000000,3853141.885799999814481,11389.110699999999269,7735.413714959068784,205570.014559138973709,20.557001455913898
426,251,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,7,warm,ESSFdkwwarm,50,576,0.000000000000000,1940,Lightning,1940-576,4117.000000000000000,linens, ,20070517130608,19400720,digitised,JA70003000,0.000000000000000,1764636.000000000000000,41170030.905900001525879,61696.015200000001641,951.774935411343222,14419.230761913364404,1.441923076191336
427,251,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,7,warm,ESSFdkwwarm,89,N20289,0.000000000000000,2003,Lightning,2003-N20289,731.899999999999977,LANDSAT5, ,20070517150824,20030731,digitized,JA70003000,0.000000000000000,1773462.000000000000000,7319765.603799999691546,23341.830399999998917,17740.151070388921653,746666.312322047539055,74.666631232204765
428,251,1080,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,66732919.801100000739098,521245.509199999971315,66732920.000000000000000,521246.000000000000000,5117797.000000000000000,7,warm,ESSFdkwwarm,121,N21358,2018072601.000000000000000,2018,Lightning,2018-N21358,43.600000000000001,2018 ROLLOVER,20180726,20180726142337,20180719,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777995.000000000000000,436739.031100000021979,2815.320600000000013,2655.736062039377430,39822.405165170021064,3.982240516517003
429,255,1082,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,11150290.985300000756979,89953.925700000007055,11150291.000000000000000,89954.000000000000000,5117628.000000000000000,3,cool,ESSFdkpcool,121,N21358,2018072601.000000000000000,2018,Lightning,2018-N21358,43.600000000000001,2018 ROLLOVER,20180726,20180726142337,20180719,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777995.000000000000000,436739.031100000021979,2815.320600000000013,462.782355137962440,6494.898562366081933,0.649489856236608
430,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,5,75a,0.000000000000000,1920,Lightning,1920-75a,500.800000000000011,linens, ,20070517130648,19200809,digitised,JA70003000,0.000000000000000,1756592.000000000000000,5008456.709300000220537,13688.777899999999136,15327.474417080293279,4924398.013700785115361,492.439801370078555
431,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,20,1008,0.000000000000000,1929,Lightning,1929-1008,111.799999999999997,linens, ,20070517130616,19290910,digitised,JA70003000,0.000000000000000,1759893.000000000000000,1118587.816200000001118,4409.219799999999850,4405.893230769155707,1117737.781777521595359,111.773778177752163
432,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,21,532,0.000000000000000,1926,Lightning,1926-532,7385.399999999999636,linens, ,20070517130649,19260708,digitised,JA70003000,0.000000000000000,1759353.000000000000000,73854444.313299998641014,67190.375000000000000,28259.907526719438465,4796068.383538524620235,479.606838353852481
433,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,28,159,0.000000000000000,1931,Lightning,1931-159,398.600000000000023,linens, ,20070517130559,19310517,digitised,JA70003000,0.000000000000000,1760879.000000000000000,3986673.473000000230968,8274.302700000000186,13145.457888586726767,3552637.517059580422938,355.263751705958043
434,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,30,20,0.000000000000000,1931,Person,1931-20,146.800000000000011,linens, ,20070517130551,19310428,digitised,JA70003000,0.000000000000000,1760910.000000000000000,1468003.472300000023097,4648.842300000000250,3468.870578241253497,439633.870644051756244,43.963387064405175
435,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,40,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,136849.803661788959289,39269461.097440384328365,3926.946109744038495
436,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,47,88,0.000000000000000,1937,Person,1937-88,201.500000000000000,linens, ,20070517130551,19370606,digitised,JA70003000,0.000000000000000,1763396.000000000000000,2015261.685300000011921,9175.925800000000891,9321.880529812944587,1992846.567013734253123,199.284656701373422
437,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,60,328,0.000000000000000,1941,Lightning,1941-328,17.000000000000000,linens, ,20070517130608,19410808,digitised,JA70003000,0.000000000000000,1764816.000000000000000,170114.562999999994645,1511.304499999999962,1225.266343103631925,73384.208748253106023,7.338420874825311
438,258,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,63,328a,0.000000000000000,1946,Lightning,1946-328a,18.699999999999999,linens, ,20070517130605,19460808,digitised,JA70003000,0.000000000000000,1765823.000000000000000,187921.823000000003958,1629.843499999999949,308.722439623162927,2762.828386259057879,0.276282838625906
