OID_,FID_BEC_PEM_Columbia,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Columbia,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
764,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,213,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,44590.431035866160528,5486015.391551812179387,548.601539155181285
765,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,214,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,44590.431035866160528,5486015.391551812179387,548.601539155181285
766,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,212,77,0.000000000000000,1920,Person,1920-77,1185.500000000000000,linens, ,20070517130618,19200809,digitised,JA70003000,0.000000000000000,1756593.000000000000000,11854996.155799999833107,13762.754600000000210,15368.658807798548878,981072.006965188542381,98.107200696518859
767,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,213,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,15368.658807798548878,981072.006965188542381,98.107200696518859
768,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,214,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,15368.658807798548878,981072.006965188542381,98.107200696518859
769,190,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,5,cool,MSdkcool,212,77,0.000000000000000,1920,Person,1920-77,1185.500000000000000,linens, ,20070517130618,19200809,digitised,JA70003000,0.000000000000000,1756593.000000000000000,11854996.155799999833107,13762.754600000000210,89.563568767805350,523.318247443244672,0.052331824744324
770,190,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,5,cool,MSdkcool,213,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,89.563568767805350,523.318247443244672,0.052331824744324
771,190,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,5,cool,MSdkcool,214,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,89.563568767805350,523.318247443244672,0.052331824744324
772,192,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,7,warm,MSdkwarm,212,77,0.000000000000000,1920,Person,1920-77,1185.500000000000000,linens, ,20070517130618,19200809,digitised,JA70003000,0.000000000000000,1756593.000000000000000,11854996.155799999833107,13762.754600000000210,12988.337382417337722,365199.780733330524527,36.519978073333057
773,192,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,7,warm,MSdkwarm,213,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,12988.337382417337722,365199.780733330524527,36.519978073333057
774,192,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,7,warm,MSdkwarm,214,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,12988.337382417337722,365199.780733330524527,36.519978073333057
775,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,209,76,0.000000000000000,1919,Person,1919-76,758.100000000000023,linens, ,20070517130649,19190721,digitised,JA70003000,0.000000000000000,1756266.000000000000000,7581688.535199999809265,11517.204900000000634,2723.029594504865145,259774.008680386759806,25.977400868038679
776,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,210,532,0.000000000000000,1926,Lightning,1926-532,7385.399999999999636,linens, ,20070517130649,19260708,digitised,JA70003000,0.000000000000000,1759353.000000000000000,73854444.313299998641014,67190.375000000000000,2723.029594504865145,259774.008680386759806,25.977400868038679
777,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,211,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,2723.029594504865145,259774.008680386759806,25.977400868038679
778,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,215,81,0.000000000000000,1920,Person,1920-81,405.100000000000023,linens, ,20070517130616,19200806,digitised,JA70003000,0.000000000000000,1756603.000000000000000,4051550.021499999798834,8465.289699999999357,311.512828285977207,1332.088994682176008,0.133208899468218
779,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,216,81,0.000000000000000,1920,Lightning,1920-81,126.099999999999994,linens, ,20070517130621,19200806,digitised,JA70003000,0.000000000000000,1756605.000000000000000,1261406.805099999997765,6598.538999999999760,311.512828285977207,1332.088994682176008,0.133208899468218
780,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,217,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,311.512828285977207,1332.088994682176008,0.133208899468218
781,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,218,81,0.000000000000000,1920,Person,1920-81,405.100000000000023,linens, ,20070517130616,19200806,digitised,JA70003000,0.000000000000000,1756603.000000000000000,4051550.021499999798834,8465.289699999999357,2524.251876357602669,181781.506522076699184,18.178150652207670
782,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,219,532,0.000000000000000,1926,Lightning,1926-532,7385.399999999999636,linens, ,20070517130649,19260708,digitised,JA70003000,0.000000000000000,1759353.000000000000000,73854444.313299998641014,67190.375000000000000,2524.251876357602669,181781.506522076699184,18.178150652207670
783,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,220,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,2524.251876357602669,181781.506522076699184,18.178150652207670
784,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,221,75,0.000000000000000,1922,Lightning,1922-75,17.199999999999999,linens, ,20070517130616,19220705,digitised,JA70003000,0.000000000000000,1757460.000000000000000,172044.104599999991478,2064.018399999999929,67.449545369707494,106.296200356345992,0.010629620035635
785,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,222,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,67.449545369707494,106.296200356345992,0.010629620035635
786,193,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,3,cool,IDFdk5cool,223,169,0.000000000000000,1947,Person,1947-169,2.800000000000000,linens, ,20070517130604,20070516,digitised,JA70003000,0.000000000000000,1766018.000000000000000,28146.846600000000763,883.291200000000003,67.449545369707494,106.296200356345992,0.010629620035635
787,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,209,76,0.000000000000000,1919,Person,1919-76,758.100000000000023,linens, ,20070517130649,19190721,digitised,JA70003000,0.000000000000000,1756266.000000000000000,7581688.535199999809265,11517.204900000000634,1490.290072516431565,19472.352321511396440,1.947235232151140
788,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,210,532,0.000000000000000,1926,Lightning,1926-532,7385.399999999999636,linens, ,20070517130649,19260708,digitised,JA70003000,0.000000000000000,1759353.000000000000000,73854444.313299998641014,67190.375000000000000,1490.290072516431565,19472.352321511396440,1.947235232151140
789,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,211,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,1490.290072516431565,19472.352321511396440,1.947235232151140
790,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,215,81,0.000000000000000,1920,Person,1920-81,405.100000000000023,linens, ,20070517130616,19200806,digitised,JA70003000,0.000000000000000,1756603.000000000000000,4051550.021499999798834,8465.289699999999357,478.212837548009929,6885.755344399702153,0.688575534439970
791,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,216,81,0.000000000000000,1920,Lightning,1920-81,126.099999999999994,linens, ,20070517130621,19200806,digitised,JA70003000,0.000000000000000,1756605.000000000000000,1261406.805099999997765,6598.538999999999760,478.212837548009929,6885.755344399702153,0.688575534439970
792,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,217,228,0.000000000000000,1936,Person,1936-228,15347.399999999999636,linens, ,20070517130648,19360726,digitised,JA70003000,0.000000000000000,1762923.000000000000000,153474175.456999987363815,98247.543200000000070,478.212837548009929,6885.755344399702153,0.688575534439970
793,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,218,81,0.000000000000000,1920,Person,1920-81,405.100000000000023,linens, ,20070517130616,19200806,digitised,JA70003000,0.000000000000000,1756603.000000000000000,4051550.021499999798834,8465.289699999999357,922.255844210502687,30313.242487163643091,3.031324248716365
794,196,941,435.000000000000000,IDF,dk,5, ,NDT4,IDFdk5,IDF dk 5,Interior Douglas-fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-maintaining fires,769230999.129699945449829,794595.937500000000000,769230999.000000000000000,794596.000000000000000,5121849.000000000000000,7,warm,IDFdk5warm,219,532,0.000000000000000,1926,Lightning,1926-532,7385.399999999999636,linens, ,20070517130649,19260708,digitised,JA70003000,0.000000000000000,1759353.000000000000000,73854444.313299998641014,67190.375000000000000,922.255844210502687,30313.242487163643091,3.031324248716365
