OID_,FID_BEC_PEM_Purcell,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Purcell,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
649,508,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,3,cool,ESSFmm3cool,53,N00200,0.000000000000000,1960,Lightning,1960-N00200,16.199999999999999,mylars, ,20070517130652,19600714,digitised,JA70003000,0.000000000000000,1768052.000000000000000,162700.162500000005821,1751.579700000000003,1747.366512026646205,162540.837471979932161,16.254083747197996
650,508,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,3,cool,ESSFmm3cool,54,N00200,0.000000000000000,1960,Lightning,1960-N00200,4.500000000000000,mylars, ,20070517130652,19600714,digitised,JA70003000,0.000000000000000,1768053.000000000000000,45602.918499999999767,856.284800000000018,855.960977119648192,45566.471790169081942,4.556647179016909
651,508,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,3,cool,ESSFmm3cool,55,N00511,0.000000000000000,1960,Lightning,1960-N00511,95.900000000000006,mylars, ,20070517130652,19600801,digitised,JA70003000,0.000000000000000,1768088.000000000000000,959191.819200000027195,4683.088800000000447,5497.666494041048281,202830.922052490524948,20.283092205249055
652,508,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,3,cool,ESSFmm3cool,58,N00054,0.000000000000000,1969,Person,1969-N00054,460.100000000000023,mylars, ,20070517130631,19690601,digitised,JA70003000,0.000000000000000,1769354.000000000000000,4601457.279600000008941,14496.635200000000623,7523.076967662276729,1104174.334113619988784,110.417433411361998
653,508,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,3,cool,ESSFmm3cool,90,N20318,2015071101.000000000000000,2015,Lightning,2015-N20318,2.300000000000000,2015 ROLLOVER,20150711,20150716115138,20150710,OZIX,JA70003000,0.000000000000000,1776869.000000000000000,23928.079399999998714,853.760300000000029,853.399773466023021,23908.960277211452194,2.390896027721146
654,508,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,3,cool,ESSFmm3cool,94,N20173,2014081201.000000000000000,2014,Lightning,2014-N20173,909.000000000000000,OZIX,20140812,20140812214147,20140721,GPS-TRACK,JA70003000,0.000000000000000,1776524.000000000000000,9090599.516599999740720,16159.943100000000413,26579.495509218806546,4983911.903656321577728,498.391190365632156
655,508,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,3,cool,ESSFmm3cool,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,15736.659828665824534,3043905.638359233271331,304.390563835923331
656,509,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,5,cool,ESSFmm3cool,55,N00511,0.000000000000000,1960,Lightning,1960-N00511,95.900000000000006,mylars, ,20070517130652,19600801,digitised,JA70003000,0.000000000000000,1768088.000000000000000,959191.819200000027195,4683.088800000000447,200.105430662197506,2502.634883717511002,0.250263488371751
657,509,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,5,cool,ESSFmm3cool,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,147.509468748224776,778.851684578757386,0.077885168457876
658,510,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,7,warm,ESSFmm3warm,46,N00338,0.000000000000000,1956,Lightning,1956-N00338,525.299999999999955,mylars, ,20070517130637,19560908,digitised,JA70003000,0.000000000000000,1767175.000000000000000,5253181.730200000107288,12526.664099999999962,1281.634706717337849,90387.013211842378951,9.038701321184238
659,510,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,7,warm,ESSFmm3warm,55,N00511,0.000000000000000,1960,Lightning,1960-N00511,95.900000000000006,mylars, ,20070517130652,19600801,digitised,JA70003000,0.000000000000000,1768088.000000000000000,959191.819200000027195,4683.088800000000447,5972.296292991999508,606462.183685165713541,60.646218368516571
660,510,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,7,warm,ESSFmm3warm,58,N00054,0.000000000000000,1969,Person,1969-N00054,460.100000000000023,mylars, ,20070517130631,19690601,digitised,JA70003000,0.000000000000000,1769354.000000000000000,4601457.279600000008941,14496.635200000000623,4374.956564421926487,130687.696785889391322,13.068769678588939
661,510,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,7,warm,ESSFmm3warm,94,N20173,2014081201.000000000000000,2014,Lightning,2014-N20173,909.000000000000000,OZIX,20140812,20140812214147,20140721,GPS-TRACK,JA70003000,0.000000000000000,1776524.000000000000000,9090599.516599999740720,16159.943100000000413,13056.762453371442462,1239737.647579352138564,123.973764757935214
662,510,1064,435.000000000000000,ESSF,mm,3, ,NDT2,ESSFmm3,ESSFmm 3,Engelmann Spruce -- Subalpine Fir,Moist Mild,Spillimacheen, ,Ecosystems with infrequent stand-initiating events,616390452.055400013923645,1258031.085399999981746,616390453.000000000000000,1258031.000000000000000,5118175.000000000000000,7,warm,ESSFmm3warm,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,8687.872775381529209,717945.920753196929581,71.794592075319699
663,511,1065,435.000000000000000,ESSF,mmw, , ,NDT2,ESSFmmw,ESSFmmw,Engelmann Spruce -- Subalpine Fir,Moist Mild Woodland, , ,Ecosystems with infrequent stand-initiating events,165104033.835900008678436,1011632.095199999981560,165104034.000000000000000,1011632.000000000000000,5118273.000000000000000,3,cool,ESSFmmwcool,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,1854.604642365266955,86030.464955725023174,8.603046495572503
664,512,1065,435.000000000000000,ESSF,mmw, , ,NDT2,ESSFmmw,ESSFmmw,Engelmann Spruce -- Subalpine Fir,Moist Mild Woodland, , ,Ecosystems with infrequent stand-initiating events,165104033.835900008678436,1011632.095199999981560,165104034.000000000000000,1011632.000000000000000,5118273.000000000000000,5,cool,ESSFmmwcool,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,896.494957326136273,34173.131065719695471,3.417313106571970
665,513,1065,435.000000000000000,ESSF,mmw, , ,NDT2,ESSFmmw,ESSFmmw,Engelmann Spruce -- Subalpine Fir,Moist Mild Woodland, , ,Ecosystems with infrequent stand-initiating events,165104033.835900008678436,1011632.095199999981560,165104034.000000000000000,1011632.000000000000000,5118273.000000000000000,7,warm,ESSFmmwwarm,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,3483.705626702499558,226556.936873774218839,22.655693687377422
666,522,1069,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,107865082.180099993944168,117483.600600000005215,107865082.000000000000000,117484.000000000000000,5117385.000000000000000,3,cool,ESSFdk2cool,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,1839.522240515352905,37719.763424692791887,3.771976342469279
667,523,1069,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,107865082.180099993944168,117483.600600000005215,107865082.000000000000000,117484.000000000000000,5117385.000000000000000,5,cool,ESSFdk2cool,91,N20484,2015072202.000000000000000,2015,Person,2015-N20484,113.599999999999994,2015 ROLLOVER,20150722,20150724144245,20150720,OZIX,JA70003000,0.000000000000000,1776873.000000000000000,1136386.438300000037998,6736.613099999999577,1800.835617960962963,42791.808580575336237,4.279180858057534
668,523,1069,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,107865082.180099993944168,117483.600600000005215,107865082.000000000000000,117484.000000000000000,5117385.000000000000000,5,cool,ESSFdk2cool,96,N21227,2017092401.000000000000000,2017,Lightning,2017-N21227,0.900000000000000,2017 ROLLOVER,20170924,20170925184909,20170710,Non-corrected ground GPS,JA70003000,0.000000000000000,1777455.000000000000000,9493.517299999999523,789.277600000000007,101.572968604208754,216.585073342597980,0.021658507334260
669,524,1069,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,107865082.180099993944168,117483.600600000005215,107865082.000000000000000,117484.000000000000000,5117385.000000000000000,7,warm,ESSFdk2warm,91,N20484,2015072202.000000000000000,2015,Person,2015-N20484,113.599999999999994,2015 ROLLOVER,20150722,20150724144245,20150720,OZIX,JA70003000,0.000000000000000,1776873.000000000000000,1136386.438300000037998,6736.613099999999577,6742.683187470210214,814735.965287447441369,81.473596528744750
670,524,1069,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,107865082.180099993944168,117483.600600000005215,107865082.000000000000000,117484.000000000000000,5117385.000000000000000,7,warm,ESSFdk2warm,96,N21227,2017092401.000000000000000,2017,Lightning,2017-N21227,0.900000000000000,2017 ROLLOVER,20170924,20170925184909,20170710,Non-corrected ground GPS,JA70003000,0.000000000000000,1777455.000000000000000,9493.517299999999523,789.277600000000007,782.857758623088671,9269.338724274419292,0.926933872427442
671,524,1069,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,107865082.180099993944168,117483.600600000005215,107865082.000000000000000,117484.000000000000000,5117385.000000000000000,7,warm,ESSFdk2warm,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,836.178021930558998,31536.293392192223109,3.153629339219223
672,525,1070,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,29051310.428800001740456,156730.897399999987101,29051310.000000000000000,156731.000000000000000,5118193.000000000000000,3,cool,ESSFmmpcool,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,2800.653479107249495,51284.336824015408638,5.128433682401541
673,526,1070,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,29051310.428800001740456,156730.897399999987101,29051310.000000000000000,156731.000000000000000,5118193.000000000000000,5,cool,ESSFmmpcool,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,1313.845731377659831,17803.439850735936488,1.780343985073594
674,527,1070,435.000000000000000,ESSF,mmp, , ,NDT5,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,29051310.428800001740456,156730.897399999987101,29051310.000000000000000,156731.000000000000000,5118193.000000000000000,7,warm,ESSFmmpwarm,100,N22883,2018082702.000000000000000,2018,Lightning,2018-N22883,3792.500000000000000,2018 ROLLOVER,20180827,20180828191541,20180822,Unknown,JA70003000,0.000000000000000,1778001.000000000000000,37925859.186599999666214,50994.438399999999092,6294.820387923538874,248543.567614451778354,24.854356761445178
675,528,1071,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,28335736.563499998301268,152344.247700000007171,28335737.000000000000000,152344.000000000000000,5117794.000000000000000,3,cool,ESSFdkwcool,91,N20484,2015072202.000000000000000,2015,Person,2015-N20484,113.599999999999994,2015 ROLLOVER,20150722,20150724144245,20150720,OZIX,JA70003000,0.000000000000000,1776873.000000000000000,1136386.438300000037998,6736.613099999999577,1594.352546451292028,71309.000866824993864,7.130900086682500
676,530,1071,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,28335736.563499998301268,152344.247700000007171,28335737.000000000000000,152344.000000000000000,5117794.000000000000000,7,warm,ESSFdkwwarm,91,N20484,2015072202.000000000000000,2015,Person,2015-N20484,113.599999999999994,2015 ROLLOVER,20150722,20150724144245,20150720,OZIX,JA70003000,0.000000000000000,1776873.000000000000000,1136386.438300000037998,6736.613099999999577,2586.263580850450126,173205.882279300101800,17.320588227930010
677,531,1072,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,28915043.120499998331070,163387.468200000002980,28915043.000000000000000,163387.000000000000000,5117622.000000000000000,3,cool,ESSFdkpcool,91,N20484,2015072202.000000000000000,2015,Person,2015-N20484,113.599999999999994,2015 ROLLOVER,20150722,20150724144245,20150720,OZIX,JA70003000,0.000000000000000,1776873.000000000000000,1136386.438300000037998,6736.613099999999577,1222.518366100380490,33435.816208884010848,3.343581620888401
678,542,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,58,N00054,0.000000000000000,1969,Person,1969-N00054,460.100000000000023,mylars, ,20070517130631,19690601,digitised,JA70003000,0.000000000000000,1769354.000000000000000,4601457.279600000008941,14496.635200000000623,8194.538660752403302,1422765.729554859222844,142.276572955485932
679,542,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,59,N00394,0.000000000000000,1967,Lightning,1967-N00394,2690.500000000000000,mylars, ,20070517130632,19670805,digitised,JA70003000,0.000000000000000,1769036.000000000000000,26904997.090799998492002,26582.947800000001735,11064.262594700401678,1801629.241205130238086,180.162924120513026
680,542,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,71,N20038,0.000000000000000,1985,Lightning,1985-N20038,450.899999999999977,LFDB, ,20070517130643,19850703,digitised,JA70003000,0.000000000000000,1771692.000000000000000,4509956.698099999688566,9856.605999999999767,4624.464294343824804,480542.562652086606249,48.054256265208664
681,542,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,75,N20013,0.000000000000000,1991,Lightning,1991-N20013,45.799999999999997,Buffered_Point, ,20070517130646,19910807,buffered_point,JA70003000,0.000000000000000,1772567.000000000000000,458637.420400000002701,2500.410199999999804,1277.594303099997205,88106.320016077312175,8.810632001607731
682,542,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,3,cool,MSdkcool,94,N20173,2014081201.000000000000000,2014,Lightning,2014-N20173,909.000000000000000,OZIX,20140812,20140812214147,20140721,GPS-TRACK,JA70003000,0.000000000000000,1776524.000000000000000,9090599.516599999740720,16159.943100000000413,1988.255191550238123,191306.058846313244430,19.130605884631326
683,543,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,5,cool,MSdkcool,75,N20013,0.000000000000000,1991,Lightning,1991-N20013,45.799999999999997,Buffered_Point, ,20070517130646,19910807,buffered_point,JA70003000,0.000000000000000,1772567.000000000000000,458637.420400000002701,2500.410199999999804,1645.787334156228553,104166.840019763360033,10.416684001976337
684,544,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,58,N00054,0.000000000000000,1969,Person,1969-N00054,460.100000000000023,mylars, ,20070517130631,19690601,digitised,JA70003000,0.000000000000000,1769354.000000000000000,4601457.279600000008941,14496.635200000000623,7511.561830272092266,501335.689826887042727,50.133568982688708
685,544,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,59,N00394,0.000000000000000,1967,Lightning,1967-N00394,2690.500000000000000,mylars, ,20070517130632,19670805,digitised,JA70003000,0.000000000000000,1769036.000000000000000,26904997.090799998492002,26582.947800000001735,4939.892017150939864,63.355034835394882,0.006335503483539
686,544,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,71,N20038,0.000000000000000,1985,Lightning,1985-N20038,450.899999999999977,LFDB, ,20070517130643,19850703,digitised,JA70003000,0.000000000000000,1771692.000000000000000,4509956.698099999688566,9856.605999999999767,2161.351202493598066,18.943771442998589,0.001894377144300
687,544,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,75,N20013,0.000000000000000,1991,Lightning,1991-N20013,45.799999999999997,Buffered_Point, ,20070517130646,19910807,buffered_point,JA70003000,0.000000000000000,1772567.000000000000000,458637.420400000002701,2500.410199999999804,2244.288218309530748,265999.028634346323088,26.599902863434632
688,544,1083,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,380384833.249199986457825,264552.210800000000745,380384833.000000000000000,264552.000000000000000,5125158.000000000000000,7,warm,MSdkwarm,94,N20173,2014081201.000000000000000,2014,Lightning,2014-N20173,909.000000000000000,OZIX,20140812,20140812214147,20140721,GPS-TRACK,JA70003000,0.000000000000000,1776524.000000000000000,9090599.516599999740720,16159.943100000000413,1041.919954511477954,47393.318031948081625,4.739331803194808
689,545,1084,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,33354902.449599999934435,35101.019699999997101,33354902.000000000000000,35101.000000000000000,5117384.000000000000000,3,cool,ESSFdk2cool,58,N00054,0.000000000000000,1969,Person,1969-N00054,460.100000000000023,mylars, ,20070517130631,19690601,digitised,JA70003000,0.000000000000000,1769354.000000000000000,4601457.279600000008941,14496.635200000000623,5736.441683338533949,396143.354209597164299,39.614335420959719
690,545,1084,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,33354902.449599999934435,35101.019699999997101,33354902.000000000000000,35101.000000000000000,5117384.000000000000000,3,cool,ESSFdk2cool,71,N20038,0.000000000000000,1985,Lightning,1985-N20038,450.899999999999977,LFDB, ,20070517130643,19850703,digitised,JA70003000,0.000000000000000,1771692.000000000000000,4509956.698099999688566,9856.605999999999767,3922.085251716523544,113261.084645092429128,11.326108464509243
691,546,1084,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,33354902.449599999934435,35101.019699999997101,33354902.000000000000000,35101.000000000000000,5117384.000000000000000,5,cool,ESSFdk2cool,71,N20038,0.000000000000000,1985,Lightning,1985-N20038,450.899999999999977,LFDB, ,20070517130643,19850703,digitised,JA70003000,0.000000000000000,1771692.000000000000000,4509956.698099999688566,9856.605999999999767,2363.861645254991345,47556.643903641815996,4.755664390364182
692,547,1084,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,33354902.449599999934435,35101.019699999997101,33354902.000000000000000,35101.000000000000000,5117384.000000000000000,7,warm,ESSFdk2warm,58,N00054,0.000000000000000,1969,Person,1969-N00054,460.100000000000023,mylars, ,20070517130631,19690601,digitised,JA70003000,0.000000000000000,1769354.000000000000000,4601457.279600000008941,14496.635200000000623,8515.775857200924293,775318.435795952449553,77.531843579595247
693,547,1084,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,33354902.449599999934435,35101.019699999997101,33354902.000000000000000,35101.000000000000000,5117384.000000000000000,7,warm,ESSFdk2warm,71,N20038,0.000000000000000,1985,Lightning,1985-N20038,450.899999999999977,LFDB, ,20070517130643,19850703,digitised,JA70003000,0.000000000000000,1771692.000000000000000,4509956.698099999688566,9856.605999999999767,9993.474650142046812,3602013.441754036583006,360.201344175403676
694,547,1084,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,33354902.449599999934435,35101.019699999997101,33354902.000000000000000,35101.000000000000000,5117384.000000000000000,7,warm,ESSFdk2warm,85,N20675,2008091201.000000000000000,2008,Lightning,2008-N20675,7.000000000000000,OZIX,20080912103430,20080912103430,20080818,GPS-TRACK,JA70003000,0.000000000000000,1774487.000000000000000,72412.125000000000000,1124.543300000000045,1124.421215994914292,72354.970306716844789,7.235497030671685
