OID_,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_Historical_Fire_Perimeters_ROI,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_1,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
38,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,470,164,0.000000000000000,1933,Lightning,1933-164,252.599999999999994,linens, ,20070517130600,19330716,digitised,JA70003000,0.000000000000000,1761839.000000000000000,2526284.960899999830872,9266.414699999999357,1827.456220074737303,74451.984809089015471,7.445198480908902
39,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,605,286,0.000000000000000,1934,Lightning,1934-286,1713.900000000000091,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762282.000000000000000,17139265.911299999803305,19289.628899999999703,12058.745504877610074,2810936.845548566430807,281.093684554856679
40,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,616,295,0.000000000000000,1934,Lightning,1934-295,14.500000000000000,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762296.000000000000000,145850.895599999988917,1688.101699999999937,501.642381835289598,16100.629823289584238,1.610062982328959
41,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,698,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,27520.665771538493573,13825207.820451810956001,1382.520782045181249
42,639,435.000000000000000,ICH,mk,5, ,NDT3,ICHmk5,ICH mk 5,Interior Cedar -- Hemlock,Moist Cool,Kootenay, ,Ecosystems with frequent stand-initiating events,30823461.449099998921156,64899.514400000000023,30823461.000000000000000,64900.000000000000000,5121527.000000000000000,875,N00195,0.000000000000000,1959,Person,1959-N00195,383.899999999999977,mylars, ,20070517130635,19590803,digitised,JA70003000,0.000000000000000,1767831.000000000000000,3839469.533100000116974,10575.590700000000652,5127.991276837607074,580539.240969065227546,58.053924096906528
43,641,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,5110000.000000000000000,53100.000000000000000,5110000.000000000000000,53100.000000000000000,5117543.000000000000000,994,N20058,0.000000000000000,1985,Lightning,1985-N20058,69.900000000000006,mylars, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771694.000000000000000,699239.819800000055693,3329.083900000000085,1747.566259781542385,95607.797084359772271,9.560779708435978
44,642,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,280000.000000000000000,4000.000000000000000,280000.000000000000000,4000.000000000000000,5117542.000000000000000,698,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,967.849926199565289,26495.941604529645701,2.649594160452965
45,643,435.000000000000000,ESSF,dkp, , ,NDT5,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland, , ,Alpine Tundra and Subalpine Parkland ecosystems,9680355.794800000265241,79965.239300000001094,9680356.000000000000000,79965.000000000000000,5117562.000000000000000,698,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,60395.458879857622378,6732887.196466803550720,673.288719646680420
46,644,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,1202422.875999999931082,9696.400400000000445,1202423.000000000000000,9696.000000000000000,5122265.000000000000000,698,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,8760.497153832553522,1034689.023019773769192,103.468902301977380
47,647,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,2424313.065599999856204,17274.652300000001560,2424313.000000000000000,17275.000000000000000,5117764.000000000000000,654,134a,0.000000000000000,1938,Lightning,1938-134a,100.500000000000000,linens, ,20070517130647,19380717,digitised,JA70003000,0.000000000000000,1763457.000000000000000,1005859.732700000051409,4854.887099999999919,4367.839206291893788,508307.984183841792401,50.830798418384184
