OID_,FID_BEC_PEM_Kootenay_North,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Kootenay_North,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
448,470,1022,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3730229.623600000049919,11631.772699999999531,3730230.000000000000000,11632.000000000000000,5117355.000000000000000,3,cool,ESSFdk1cool,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,4254.765991553300410,49147.902125466694997,4.914790212546670
449,471,1022,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3730229.623600000049919,11631.772699999999531,3730230.000000000000000,11632.000000000000000,5117355.000000000000000,4,cool,ESSFdk1cool,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,1214.132983637906591,3385.846022353788612,0.338584602235379
450,472,1022,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3730229.623600000049919,11631.772699999999531,3730230.000000000000000,11632.000000000000000,5117355.000000000000000,5,cool,ESSFdk1cool,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,5327.441302749994975,118488.084042736649280,11.848808404273665
451,473,1022,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,3730229.623600000049919,11631.772699999999531,3730230.000000000000000,11632.000000000000000,5117355.000000000000000,6,warm,ESSFdk1warm,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,12600.333200934939669,1092916.846139825182036,109.291684613982525
452,474,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,3,cool,ESSFdk1cool,69,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,1479.035222771622330,6389.280263516287960,0.638928026351629
453,475,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,4,cool,ESSFdk1cool,69,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,13064.263630581621328,244793.696063647512347,24.479369606364752
454,475,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,4,cool,ESSFdk1cool,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,1150.611498888851884,18207.779409996015602,1.820777940999602
455,476,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,5,cool,ESSFdk1cool,69,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,1636.032359239821062,29407.320552598790528,2.940732055259879
456,477,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,6,warm,ESSFdk1warm,69,N20626,2012100202.000000000000000,2012,Lightning,2012-N20626,431.399999999999977,OZIX,20121002,20121003095737,20120925,GPS-TRACK,JA70003000,0.000000000000000,1775888.000000000000000,4314630.637900000438094,12438.015600000000632,18848.763652853227541,1848878.869878924917430,184.887886987892500
457,477,1023,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,11130099.140799999237061,33369.580300000001444,11130099.000000000000000,33370.000000000000000,5117354.000000000000000,6,warm,ESSFdk1warm,72,N20200,2014081301.000000000000000,2014,Lightning,2014-N20200,1966.900000000000091,OZIX,20140813,20140815110229,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776525.000000000000000,19669547.518800001591444,27381.824199999999109,1400.432325684234002,49060.669104077169322,4.906066910407717
458,478,1024,435.000000000000000,IMA,un, , ,NDT5,IMAun,IMA un,Interior Mountain-heather Alpine,Undifferentiated, , ,Alpine Tundra and Subalpine Parkland ecosystems,282500.000000000000000,3200.000000000000000,282500.000000000000000,3200.000000000000000,5122188.000000000000000,4,cool,IMAuncool,19,286,0.000000000000000,1934,Lightning,1934-286,5440.699999999999818,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762283.000000000000000,54407103.809000000357628,40393.784599999999045,758.272622764148537,30257.723256869499892,3.025772325686950
459,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,13,411,0.000000000000000,1929,Lightning,1929-411,7952.399999999999636,linens, ,20070517130649,19290721,assumed_shape,JA70003000,0.000000000000000,1760057.000000000000000,79524448.701600000262260,52364.817000000002736,13242.383247295803812,988022.484480645391159,98.802248448064546
460,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,29,N00805,0.000000000000000,1967,Lightning,1967-N00805,144.099999999999994,mylars, ,20070517130632,19670822,digitised,JA70003000,0.000000000000000,1769063.000000000000000,1441368.759400000097230,5484.030800000000454,754.487273306435441,5355.624843040821361,0.535562484304082
461,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,31,N00434,0.000000000000000,1966,Person,1966-N00434,384.800000000000011,mylars, ,20070517130632,19660909,digitised,JA70003000,0.000000000000000,1768902.000000000000000,3848308.932299999985844,10786.260000000000218,1421.819287885357426,91297.064809917283128,9.129706480991729
462,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,35,N30027,0.000000000000000,1985,Lightning,1985-N30027,18037.799999999999272,LFDB, ,20070517130643,19850629,digitised,JA70003000,0.000000000000000,1771703.000000000000000,180378990.484200000762939,109097.335600000005797,212922.484412655030610,10657966.155344076454639,1065.796615534407692
463,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,37,N20035,0.000000000000000,1985,Lightning,1985-N20035,2511.599999999999909,LFDB, ,20070517130643,19850702,digitised,JA70003000,0.000000000000000,1771691.000000000000000,25116763.145899999886751,38630.202400000001944,989.361019274862883,37575.549449687881861,3.757554944968788
464,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,60,N20658,2008092201.000000000000000,2008,Lightning,2008-N20658,31.100000000000001,OZIX,20080922153209,20080922153209,20080817,GPS-TRACK,JA70003000,0.000000000000000,1774484.000000000000000,310851.594999999972060,4030.575800000000072,57.701098255390484,123.779246345415444,0.012377924634542
465,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,62,N20665,2008092301.000000000000000,2008,Lightning,2008-N20665,18.199999999999999,OZIX,20080923094314,20080923094314,20080817,GPS-TRACK,JA70003000,0.000000000000000,1774486.000000000000000,183149.784799999993993,2813.196500000000015,537.959916106860646,1700.877171717401325,0.170087717171740
466,479,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,2,cool,ESSFdk2cool,78,N11664,2017091602.000000000000000,2017,Lightning,2017-N11664,11763.700000000000728,2017 ROLLOVER,20170916,20170917112212,20170808,Hand sketch of any type,JA70003000,0.000000000000000,1777439.000000000000000,117637856.155000001192093,113719.506599999993341,46381.598762944202463,6279720.408509859815240,627.972040850985991
467,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,3,107a,0.000000000000000,1922,Person,1922-107a,9006.100000000000364,linens, ,20070517130648,19220722,assumed_shape,JA70003000,0.000000000000000,1756851.000000000000000,90061775.425999999046326,49610.234499999998661,6308.949148783809505,51504.733010075229686,5.150473301007524
468,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,12,395,0.000000000000000,1929,Lightning,1929-395,1394.599999999999909,linens, ,20070517130616,19290716,digitised,JA70003000,0.000000000000000,1760049.000000000000000,13946642.508999999612570,31424.761999999998807,20941.602653241421649,470592.651810661947820,47.059265181066195
469,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,22,99,0.000000000000000,1936,Lightning,1936-99,38.500000000000000,linens, ,20070517130559,19360529,digitised,JA70003000,0.000000000000000,1763164.000000000000000,385850.290399999998044,2696.782299999999850,659.307158631012612,22227.689557419438643,2.222768955741944
470,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,27,N00158,0.000000000000000,1951,Lightning,1951-N00158,312.300000000000011,mylars, ,20070517130639,19510731,digitised,JA70003000,0.000000000000000,1766578.000000000000000,3123002.004300000146031,8424.351699999999255,10572.265781824104124,1180654.715070273028687,118.065471507027311
471,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,38,N20060,0.000000000000000,1985,Lightning,1985-N20060,83.599999999999994,mylars, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771695.000000000000000,836632.914699999964796,4436.000299999999697,3158.059021879129432,370913.523865234805271,37.091352386523482
472,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,53,N20789,0.000000000000000,2007,Person,2007-N20789,372.000000000000000,LANDSAT5,20080817,20090422153957,20070915,Area 1 of 2,JA70003000,0.000000000000000,1774143.000000000000000,3720902.417299999855459,13537.602899999999863,13079.650798710972595,427716.376727303722873,42.771637672730371
473,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,54,N20789,0.000000000000000,2007,Person,2007-N20789,31.000000000000000,LANDSAT5,20080817,20090422153957,20070915,Area  2 of 2,JA70003000,0.000000000000000,1774144.000000000000000,310034.246800000022631,4931.221199999999953,2406.059594528794605,49733.304672581703926,4.973330467258171
474,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,56,N20269,0.000000000000000,2003,Lightning,2003-N20269,3291.000000000000000,LANDSAT5, ,20070517150823,20030730,digitized,JA70003000,0.000000000000000,1773461.000000000000000,32910529.986900001764297,60243.624600000002829,176631.823342611955013,7776654.452363974414766,777.665445236397431
475,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,67,N20306,2012101801.000000000000000,2012,Lightning,2012-N20306,1014.700000000000045,OZIX,20121102,20121102,20120808,GPS-TRACK,JA70003000,0.000000000000000,1775884.000000000000000,10147758.652000000700355,26546.717799999998533,33529.902170170287718,1869921.350759885972366,186.992135075988614
476,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,75,N20235,2014080901.000000000000000,2014,Lightning,2014-N20235,238.500000000000000,OZIX,20140809,20140810091526,20140727,GPS-TRACK,JA70003000,0.000000000000000,1776528.000000000000000,2385515.871700000017881,6872.785299999999552,11967.212448344431323,282819.222763401397970,28.281922276340140
477,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,79,N21173,2017081501.000000000000000,2017,Lightning,2017-N21173,14155.299999999999272,2017 ROLLOVER,20170815,20170817093250,20170710,Digitized other,JA70003000,0.000000000000000,1777454.000000000000000,141553546.360399991273880,136498.145300000003772,264204.494321605830919,14678964.825088128447533,1467.896482508812824
478,480,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,3,cool,ESSFdk2cool,86,N21982,2018082301.000000000000000,2018,Lightning,2018-N21982,3014.500000000000000,2018 ROLLOVER,20180823,20180823115138,20180801,Non-corrected airborne GPS,JA70003000,0.000000000000000,1777998.000000000000000,30145140.118999999016523,30082.515400000000227,88756.088230058157933,2063613.771477581234649,206.361377147758134
479,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,2,173,0.000000000000000,1922,Lightning,1922-173,304.800000000000011,linens, ,20070517130618,19220823,digitised,JA70003000,0.000000000000000,1757015.000000000000000,3048070.199700000230223,7273.954600000000028,531.723877601337108,1275.975110854545619,0.127597511085455
480,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,3,107a,0.000000000000000,1922,Person,1922-107a,9006.100000000000364,linens, ,20070517130648,19220722,assumed_shape,JA70003000,0.000000000000000,1756851.000000000000000,90061775.425999999046326,49610.234499999998661,141016.683920121053234,4175299.756914678961039,417.529975691467939
481,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,8,421,0.000000000000000,1925,Lightning,1925-421,314.800000000000011,linens, ,20070517130616,19250712,digitised,JA70003000,0.000000000000000,1758757.000000000000000,3148230.538499999791384,6763.332500000000437,5257.363112525354154,164003.948370719997911,16.400394837072000
482,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,11,719,0.000000000000000,1929,Lightning,1929-719,504.199999999999989,linens, ,20070517130618,19290812,digitised,JA70003000,0.000000000000000,1760182.000000000000000,5042391.292500000447035,14171.389900000000125,3313.935113491752418,38500.906630219782528,3.850090663021978
483,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,24,286,0.000000000000000,1939,Lightning,1939-286,475.600000000000023,linens, ,20070517130559,19390727,digitised,JA70003000,0.000000000000000,1764218.000000000000000,4756635.720300000160933,9008.865799999999581,6387.008870015823049,1320429.359345039352775,132.042935934503930
484,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,25,221,0.000000000000000,1939,Lightning,1939-221,392.199999999999989,linens, ,20070517130603,19390716,digitised,JA70003000,0.000000000000000,1764181.000000000000000,3922007.610100000165403,8017.687399999999798,13548.185222590258491,296677.295403299154714,29.667729540329915
485,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,26,N00160,0.000000000000000,1956,Lightning,1956-N00160,371.100000000000023,mylars, ,20070517130637,19560724,digitised,JA70003000,0.000000000000000,1767171.000000000000000,3711544.247599999886006,12495.422500000000582,5896.070429488788250,64553.241338647800148,6.455324133864781
486,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,28,N00027,0.000000000000000,1959,Person,1959-N00027,68.900000000000006,mylars, ,20070517130635,19590515,digitised,JA70003000,0.000000000000000,1767824.000000000000000,689458.283599999966100,3532.837100000000191,585.783803555894224,1601.056930075780883,0.160105693007578
487,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,35,N30027,0.000000000000000,1985,Lightning,1985-N30027,18037.799999999999272,LFDB, ,20070517130643,19850629,digitised,JA70003000,0.000000000000000,1771703.000000000000000,180378990.484200000762939,109097.335600000005797,67252.732756339741172,1891361.463572636945173,189.136146357263698
488,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,36,N20030,0.000000000000000,1983,Person,1983-N20030,123.400000000000006,mylars, ,20070517130627,19830925,digitised,JA70003000,0.000000000000000,1771403.000000000000000,1234660.615100000053644,5539.529800000000250,7691.507023243605545,371279.447949509834871,37.127944794950984
489,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,37,N20035,0.000000000000000,1985,Lightning,1985-N20035,2511.599999999999909,LFDB, ,20070517130643,19850702,digitised,JA70003000,0.000000000000000,1771691.000000000000000,25116763.145899999886751,38630.202400000001944,91919.199643713989644,4160125.685285426210612,416.012568528542658
490,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,39,N20062,0.000000000000000,1985,Lightning,1985-N20062,4210.500000000000000,LFDB, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771697.000000000000000,42105154.842100001871586,37558.530299999998533,106660.370947113449802,4522129.871020908467472,452.212987102090892
491,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,41,N20059,0.000000000000000,1987,Person,1987-N20059,77.099999999999994,Buffered_Point, ,20070517130645,19871001,buffered_point,JA70003000,0.000000000000000,1772056.000000000000000,771178.668799999984913,3233.809000000000196,1137.081079906744208,25326.340123431145912,2.532634012343115
492,481,1025,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,2224484025.197899818420410,5040447.288499999791384,2224484025.000000000000000,5040447.000000000000000,5117387.000000000000000,4,cool,ESSFdk2cool,43,N20441,0.000000000000000,1998,Lightning,1998-N20441,448.500000000000000,LFDB, ,20070517130647,19980822,digitised,JA70003000,0.000000000000000,1773134.000000000000000,4485500.658499999903142,12960.341899999999441,23592.146081012502691,1060841.105743611929938,106.084110574361205
